run_id,dataset,task,method,total_evals,fold,seed,best_val,n_trials,duration_sec,rmse,mae,r2,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200,auc,accuracy,logloss
20260309_002910,diamonds,regression,Optuna-200,200,7,42,0.13049565858549314,200,1092.67,519.8451116556947,258.2040873312236,0.9828433015547003,0.015203593079212815,10,0.2837914481220995,0.7572175902997219,0.9636039611477544,0.6813949369644218,0.11010970984460473,0.32308560401462627,depthwise,227,0.13182524229605294,0.1315453916441705,0.13067859569594226,0.13062368436312927,0.13059175243011242,0.13049565858549314,,,
20260309_002910,diamonds,regression,Optuna-200,200,8,42,0.13509340001036668,200,1280.79,537.9747835044967,274.18173463109054,0.9818971800904139,0.014706257720186097,7,0.008417744253329926,0.9981913791907208,0.8707654454604453,0.687532550644139,1.9278154367037126,0.07995710422683247,lossguide,34,0.13629637102723552,0.13603314955377876,0.13566950101625952,0.13518740621310213,0.13509340001036668,0.13509340001036668,,,
20260309_002910,openml_46949,classification,Optuna-200,200,1,42,1000000.0,200,8.71,,,,0.00705763909793617,7,0.0031146494567593007,0.6962358479861395,0.7308556223244559,0.9436549963794391,3.3304844564688194,2.705856945195791,lossguide,52,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
20260309_002910,openml_46949,classification,Optuna-200,200,2,42,1000000.0,200,8.82,,,,0.06097119140173091,4,0.5680712441026569,0.7442003345025143,0.7437243351232288,0.8436953522472607,1.968958377486148,2.0454221420435075,lossguide,844,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
20260309_002910,openml_46949,classification,Optuna-200,200,3,42,1000000.0,200,8.81,,,,0.09676173555397613,6,0.010991706610663239,0.6309158264316691,0.7777877983887213,0.7891231879021942,0.2427051523321387,0.8167059085965129,lossguide,505,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
20260309_002910,openml_46949,classification,Optuna-200,200,4,42,1000000.0,200,8.4,,,,0.052331044643575714,7,0.00834070815491472,0.9032303458599271,0.7252307742526719,0.9748949429953591,0.21442295521648433,2.2043919304286796,depthwise,91,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
20260309_002910,openml_46949,classification,Optuna-200,200,5,42,1000000.0,200,8.11,,,,0.007024605031479141,10,0.4960980848085681,0.7405871223570806,0.8830420553036324,0.9198418406640215,3.227844716356012,2.073056575980113,depthwise,26,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
20260309_002910,openml_46949,classification,Optuna-200,200,6,42,1000000.0,200,8.13,,,,0.0052689657005477,9,0.011315999351235817,0.7195905509835832,0.9168137042621718,0.7297882389912915,4.323565462412622,2.23761840980615,depthwise,13,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
20260309_002910,openml_46949,classification,Optuna-200,200,7,42,1000000.0,200,8.53,,,,0.012317818172503818,5,2.6698439534768186,0.9566413753111056,0.8733107039899948,0.8267538637998689,2.7348747046271344,1.0521981375502305,lossguide,261,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
20260309_002910,openml_46949,classification,Optuna-200,200,8,42,1000000.0,200,8.73,,,,0.022001970653928404,4,0.008810293589871147,0.7585319638891108,0.7509260390764496,0.9986296920618597,2.0410451819459525,3.8594927847990843,depthwise,41,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,,,
20260309_002910,qsar-biodeg,classification,Optuna-200,200,1,42,0.2151828883012062,200,185.74,,,,0.06559034795067466,10,0.006314756751752014,0.8282472843146851,0.7436335801692492,0.887584704270525,3.507999975546205,2.0814914656435364,depthwise,80,0.22842999511850523,0.2261106949901381,0.2261106949901381,0.22016580701120758,0.2151828883012062,0.2151828883012062,0.9524904214559387,0.8787878787878788,0.2983993589572104
