run_id,dataset,task,method,total_evals,fold,seed,best_val,n_trials,duration_sec,rmse,mae,r2,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200
20260307_180429,airfoil_self_noise,regression,Optuna-200,200,5,42,0.19170234164698785,200,1041.35,1.560498751675171,1.0294507157346031,0.9511157691433707,0.009133306875036714,10,0.04653823616529504,0.9104618269406554,0.9908946190814355,0.8119429994762306,0.11105463801804144,4.184729139757605,depthwise,51,0.2098974918319368,0.19632090551690526,0.1958721442657665,0.19196987940938018,0.19196987940938018,0.19170234164698785
20260307_180429,airfoil_self_noise,regression,Optuna-200,200,6,42,0.2105186176988276,200,397.09,1.1938414233752925,0.7920784587454287,0.9668653246628973,0.03178196932130024,8,0.011939648227295638,0.7402143224899457,0.91032164560656,0.8040467011003789,0.0021783844319589038,4.762169141357926,depthwise,399,0.24840293933388194,0.2242510739542015,0.22354896660499443,0.22067223905638683,0.21180206372426097,0.2105186176988276
20260307_180429,airfoil_self_noise,regression,Optuna-200,200,7,42,0.20071993503330132,200,1214.82,1.3230237067732808,0.8247741721944606,0.9661185792411576,0.01046531175397185,8,0.07869504499130243,0.8654281007292736,0.9146778933424569,0.8163682031869981,0.004648606833521048,0.2888506736505303,depthwise,64,0.22344686007213876,0.2231304287106258,0.21262570656163082,0.20721491638958278,0.2040030120305236,0.20071993503330132
20260307_180429,airfoil_self_noise,regression,Optuna-200,200,8,42,0.19134823631218517,200,609.35,1.2521920391001164,0.7658529914407172,0.9615435193667973,0.021887105911495168,6,0.22572266821454082,0.810311771664512,0.8930650552727543,0.617289326713523,0.0029624205707254056,0.3179655930110472,depthwise,110,0.24770578835391424,0.19865085916315367,0.19865085916315367,0.19755713563151883,0.1913710179807033,0.19134823631218517
20260307_180429,Fiat500_used,regression,Optuna-200,200,1,42,0.36280107811961365,200,119.2,837.7396754296118,625.3724219761982,0.8302894570810506,0.033667341479850635,10,0.0711233832606942,0.7852750152341946,0.7845313423163215,0.6591563816940487,1.78903694055335,1.5575464387392828,lossguide,547,0.3651322279147027,0.3651322279147027,0.3651322279147027,0.3640334662792659,0.36280107811961365,0.36280107811961365
20260307_180429,Fiat500_used,regression,Optuna-200,200,2,42,0.3771410577985104,200,168.53,702.9504266080597,533.1407059585492,0.8732099786192203,0.011045587067275297,10,4.239350346873642,0.8110082335181813,0.6510938786025504,0.8024485150295669,0.005039920760379166,1.3479933481973696,depthwise,400,0.38156807949072713,0.38156807949072713,0.3802207788258223,0.378390489035464,0.37739334498048704,0.3771410577985104
20260307_180429,Fiat500_used,regression,Optuna-200,200,3,42,0.3756152216245,200,123.88,728.2047779936868,543.2055740356445,0.8623176742134183,0.06760172683860384,8,4.406679112261132,0.7092573542012858,0.6306425940302249,0.9603927420500238,0.7515804212944709,1.3352491231196817,lossguide,260,0.3843237753980545,0.3843237753980545,0.38381038533304696,0.3819184288396988,0.3814141555378352,0.3756152216245
20260307_180429,Fiat500_used,regression,Optuna-200,200,4,42,0.39108512037262727,200,130.07,769.987714683274,560.0581766764323,0.8269073770271101,0.08336411654711225,10,0.17529048553167767,0.7916140916053155,0.8814904202481357,0.6493364478016354,0.4262180438511631,0.9353353716178369,lossguide,406,0.40547644978596814,0.3959509437236791,0.3959509437236791,0.39177832506911564,0.39177832506911564,0.39108512037262727
20260307_180429,Fiat500_used,regression,Optuna-200,200,5,42,0.38061350245682096,200,153.06,820.2969427938426,590.9279098510742,0.784045740407395,0.08029753190786024,8,0.1883757634523941,0.7127539085469141,0.7498280715264766,0.6825251861281492,1.331927788575899,3.36700408934854,lossguide,29,0.38786163005162133,0.38294677308112157,0.38294677308112157,0.38061350245682096,0.38061350245682096,0.38061350245682096
20260307_180429,Fiat500_used,regression,Optuna-200,200,6,42,0.38831070921506267,200,56.55,652.4782270874392,486.5430603027344,0.8833926398417574,0.07387355006080809,10,4.037908399412732,0.7400902272532912,0.672021996833983,0.6809869489678919,2.668762472922701,3.8375538747820777,lossguide,859,0.39819294461823135,0.3930817173470848,0.3930817173470848,0.3930817173470848,0.3930817173470848,0.38831070921506267
20260307_180429,Fiat500_used,regression,Optuna-200,200,7,42,0.36662957502288845,200,99.9,720.6251680310191,554.954600016276,0.8574759402841314,0.039899925218119,9,3.8741923704975747,0.749530156425454,0.7960561914506481,0.7745626923428306,2.473540125679193,4.1026482160898885,lossguide,106,0.37197530790447764,0.37125353289944907,0.36860560039579676,0.36662957502288845,0.36662957502288845,0.36662957502288845
20260307_180429,Fiat500_used,regression,Optuna-200,200,8,42,0.3680316293784141,200,144.58,710.2734525517591,508.8825861612956,0.8785612511259664,0.015296511626250677,10,1.3811847057977087,0.8307200103983856,0.9227307818039583,0.6290065142894545,0.15080283227170063,1.3268967027305638,lossguide,102,0.3778029005587156,0.3716488624681719,0.3716488624681719,0.3698376411348593,0.3698376411348593,0.3680316293784141
