run_id,dataset,task,method,total_evals,fold,seed,best_val,n_evals,duration_sec,rmse,mae,r2,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200,auc,accuracy,logloss
20260307_180440,Fiat500_used,regression,RS-200,200,6,42,0.39271809144756364,200,89.25,644.3354721529229,483.45727284749347,0.8862849367249317,0.01939457141721634,8,0.007793002149176523,0.6135951153934002,0.6967386204749346,0.954620772972703,0.6188639263273217,3.453620037921705,lossguide,147,0.3958570868552813,0.3958570868552813,0.39369731882574716,0.39369731882574716,0.39271809144756364,0.39271809144756364,,,
20260307_180440,Fiat500_used,regression,RS-200,200,7,42,0.36994440924397426,200,98.01,733.8378319444886,564.2014389038086,0.8522016697969367,0.06022386081379364,9,2.5337867818166875,0.7661395877599716,0.7806955751031637,0.6229665361344814,3.7578382955426353,3.927210651744716,depthwise,456,0.3721735558639924,0.3715634968323379,0.3715497102044436,0.3715497102044436,0.36994440924397426,0.36994440924397426,,,
20260307_180440,Fiat500_used,regression,RS-200,200,8,42,0.3768529662806123,200,93.7,724.7218079740576,527.2484245300293,0.8735703955537844,0.03413847051050048,10,1.08465310614899,0.9824414845556021,0.668138275668025,0.7803219597786665,0.9452359817324206,3.640417999015283,depthwise,97,0.3864113520899057,0.37688708603391546,0.37688708603391546,0.37688708603391546,0.3768529662806123,0.3768529662806123,,,
20260307_180440,miami_housing,regression,RS-200,200,1,42,0.2497347756191341,200,1687.74,82770.14822872751,40709.2409534698,0.9381152769033615,0.09729354151070563,6,0.02187257848478965,0.9864185832440853,0.7954170078039169,0.7664776500314474,0.9070833832705394,1.4802587427009828,depthwise,23,0.25696796142853773,0.2497347756191341,0.2497347756191341,0.2497347756191341,0.2497347756191341,0.2497347756191341,,,
20260307_180440,miami_housing,regression,RS-200,200,2,42,0.25971287459241743,200,1345.64,82928.39689057095,40426.37154743757,0.9346050645286016,0.028826421960869684,6,0.0018005092303152526,0.7818118143826723,0.6895993124693632,0.7070436324924231,1.0933859884506092,1.3517659453644417,lossguide,27,0.2638833615732722,0.2602037839440595,0.2602037839440595,0.2602037839440595,0.25971287459241743,0.25971287459241743,,,
20260307_180440,miami_housing,regression,RS-200,200,3,42,0.2522702048522086,200,1394.83,78657.31232983962,41218.14956491362,0.9328504085164498,0.033658045811311814,4,0.0025820330655690216,0.7784860886633396,0.7651120953261852,0.6512397132813931,0.1462640243313275,3.8579008932058705,lossguide,27,0.25715718102633345,0.25715718102633345,0.2560792487008563,0.2526475374988483,0.2526475374988483,0.2522702048522086,,,
20260307_180440,miami_housing,regression,RS-200,200,4,42,0.2625615252627144,200,1245.32,74323.0043309634,39617.79225646051,0.9406536431343742,0.011349657345622374,6,0.0599426012433269,0.7006771702319383,0.6458119612187146,0.769917507469654,0.22865354636143892,1.6708738532564604,depthwise,120,0.2664619454379886,0.2664619454379886,0.2664619454379886,0.2655763852146474,0.2625615252627144,0.2625615252627144,,,
20260307_180440,miami_housing,regression,RS-200,200,5,42,0.27946023413123183,200,1420.25,76736.77811676428,41098.10684796022,0.9358909187134468,0.02381831255368341,6,2.134886013305174,0.6110153190791606,0.8563585299998522,0.6390403676778078,1.2445734616218136,0.04358165934886784,lossguide,298,0.28533737566639766,0.28533737566639766,0.28386159708613107,0.27981675404753714,0.27981675404753714,0.27946023413123183,,,
20260307_180440,miami_housing,regression,RS-200,200,6,42,0.2551262250251347,200,1452.9,87086.84419979184,41527.32388755807,0.9218763036660309,0.04430715823778201,4,0.34452514511723376,0.9776815097779036,0.9058816809207201,0.8914289567619562,0.6305140870364383,0.3331780212403275,depthwise,239,0.2572990428781893,0.2572990428781893,0.2572990428781893,0.2572327872819041,0.25690398934941433,0.2551262250251347,,,
20260307_180440,miami_housing,regression,RS-200,200,7,42,0.24938609184934876,200,1253.31,80434.05378184137,42402.018655632986,0.9332350034362931,0.021407950538692908,5,3.95019530263893,0.7491569306701422,0.7589484166353941,0.8201301079243422,0.1719393291390501,0.9658789390910417,depthwise,184,0.25913004185296873,0.2532489165267643,0.2532489165267643,0.25222183956157446,0.25222183956157446,0.24938609184934876,,,
