run_id,dataset,task,method,total_evals,fold,seed,best_val,n_evals,duration_sec,rmse,mae,r2,param_learning_rate,param_feature_fraction,param_bagging_fraction,param_num_leaves,param_min_data_in_leaf,param_extra_trees,param_min_data_per_group,param_cat_l2,param_cat_smooth,param_max_cat_to_onehot,param_lambda_l1,param_lambda_l2,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200,auc,accuracy,logloss
20260330_110706,airfoil_self_noise,regression,RS-200,200,5,42,0.1878818134822087,200,315.47,1.544586830154398,1.0187866438777002,0.9521076011934585,0.06536587325328905,0.8345049662515521,0.7228374741971493,39,2,False,2,0.019511075314630956,4.163337052782948,18,0.13375000859312713,0.21249207193003966,0.22320383526464507,0.19135886968904744,0.1878818134822087,0.1878818134822087,0.1878818134822087,0.1878818134822087,,,
20260330_110706,airfoil_self_noise,regression,RS-200,200,6,42,0.21200272511084448,200,348.35,1.171895941158443,0.8203712509014355,0.9680723074856836,0.08468043854208528,0.9281347580254078,0.81660981727764,29,4,False,3,0.5579473395455757,0.021587927500108663,42,0.010787098248675466,1.0430057298463769,0.2672265053306808,0.21200272511084448,0.21200272511084448,0.21200272511084448,0.21200272511084448,0.21200272511084448,,,
20260330_110706,airfoil_self_noise,regression,RS-200,200,7,42,0.20617393939553244,200,373.95,1.2840044676495947,0.8349973418557864,0.9680876026623879,0.02600151352837079,0.7149084586650134,0.9135597610846162,40,1,False,9,1.500732037673596,0.0906232026452648,83,0.0922511401954107,0.9303309976018965,0.2147760323045746,0.2147760323045746,0.2147760323045746,0.20617393939553244,0.20617393939553244,0.20617393939553244,,,
20260330_110706,airfoil_self_noise,regression,RS-200,200,8,42,0.2209605219505768,200,320.6,1.495671469146292,0.9330734957971677,0.9451344068360942,0.006586170928238937,0.9929129410535097,0.7338917401619255,45,5,False,15,0.04651475317725744,0.007739637172266384,42,0.16778763389131054,0.7039471965136938,0.2548668360101618,0.24206739909248334,0.23270150454158908,0.2209605219505768,0.2209605219505768,0.2209605219505768,,,
20260330_110706,Fiat500_used,regression,RS-200,200,1,42,0.36116533328873834,200,59.06,825.2275804131656,617.1511458014286,0.8353210371276272,0.007573561845995973,0.6627107534557581,0.7425422743894159,25,2,False,74,0.18105256680059262,1.5544486375478197,12,0.14906366610052063,0.5006479377633892,0.36481258425084706,0.36481258425084706,0.36481258425084706,0.3613831816526344,0.36116533328873834,0.36116533328873834,,,
20260330_110706,Fiat500_used,regression,RS-200,200,2,42,0.3772509941369147,200,74.37,714.0139750797782,570.4137257099869,0.869187543387048,0.015253265191731513,0.9922811411321163,0.864853127207607,5,2,False,5,0.28202636840741874,0.024144383570188055,70,0.1586119266149588,0.11174496448533609,0.3790939030763164,0.37830133724303416,0.37830133724303416,0.3772509941369147,0.3772509941369147,0.3772509941369147,,,
20260330_110706,Fiat500_used,regression,RS-200,200,3,42,0.37680406562840607,200,83.06,744.1003289753904,554.3395402784228,0.8562412994663825,0.09537442631195105,0.4407412126660347,0.8382834421470762,19,1,False,13,0.05450991805775183,5.04412221820183,16,0.4023185856373981,0.9228079544373788,0.37680406562840607,0.37680406562840607,0.37680406562840607,0.37680406562840607,0.37680406562840607,0.37680406562840607,,,
20260330_110706,Fiat500_used,regression,RS-200,200,4,42,0.3875987301893,200,67.51,767.8521168413504,560.2785508619517,0.8278662068769727,0.03053182541751362,0.6642948644235731,0.9170307354070246,108,1,False,83,1.5036596234726047,0.013068756725182432,8,0.4185203212772496,0.9458481382364408,0.39077319782619885,0.39077319782619885,0.39077319782619885,0.3875987301893,0.3875987301893,0.3875987301893,,,
20260330_110706,Fiat500_used,regression,RS-200,200,5,42,0.38157472208204063,200,75.32,834.6740559703836,607.054233621679,0.7764094635069809,0.0951567173164641,0.9506951170042157,0.931371942628175,80,35,False,14,0.23369339089161623,0.28471881957345935,9,0.8887172612250782,0.0979060353695415,0.3875880498253525,0.38157472208204063,0.38157472208204063,0.38157472208204063,0.38157472208204063,0.38157472208204063,,,
20260330_110706,Fiat500_used,regression,RS-200,200,6,42,0.39017814508970544,200,53.5,645.3215589979018,477.44384311757466,0.8859366127956255,0.012886801839496516,0.635229816660285,0.7592540338635444,106,4,False,5,0.3447778844911554,0.01673650881089122,17,0.7330584251320921,1.6036121025470085,0.3936662877294743,0.39071882982143874,0.39071882982143874,0.39071882982143874,0.39017814508970544,0.39017814508970544,,,
